,brand,categories,colors,price,is_available,condition,is_sale,source,shipping,is_special_offer,is_returnable,manufacturer
58,Faded Glory,clothing,grey,18.0,1,New,1,Overstock.com,No,1,0,WMFG4590021
59,Faded Glory,shoes,grey,17.88,1,New,1,Overstock.com,No,1,0,WMFG4590021
59,Faded Glory,clothing,grey,17.88,1,New,1,Overstock.com,No,1,0,WMFG4590021
60,Faded Glory,shoes,grey,16.69,1,New,1,Overstock.com,No,1,0,WMFG4590021
60,Faded Glory,clothing,grey,16.69,1,New,1,Overstock.com,No,1,0,WMFG4590021
61,Faded Glory,shoes,grey,15.0,1,New,1,Overstock.com,No,1,0,WMFG4590021
61,Faded Glory,clothing,grey,15.0,1,New,1,Overstock.com,No,1,0,WMFG4590021
62,Faded Glory,shoes,grey,14.0,1,New,1,Overstock.com,No,1,0,WMFG4590021
62,Faded Glory,clothing,grey,14.0,1,New,1,Overstock.com,No,1,0,WMFG4590021
63,Faded Glory,shoes,grey,13.5,1,New,1,Overstock.com,No,1,0,WMFG4590021
63,Faded Glory,clothing,grey,13.5,1,New,1,Overstock.com,No,1,0,WMFG4590021
68,JBU by Jambu,shoes,brown,69.0,1,New,0,Walmart.com,No,0,0,JBU by Jambu
68,JBU by Jambu,clothing,brown,69.0,1,New,0,Walmart.com,No,0,0,JBU by Jambu
69,JBU by Jambu,shoes,brown,15.99,1,New,1,Walmart.com,No,1,0,JBU by Jambu
69,JBU by Jambu,clothing,brown,15.99,1,New,1,Walmart.com,No,1,0,JBU by Jambu
70,Style & Co.,shoes,beige,19.99,1,New,0,Walmart.com,No,0,0,Style & Co
70,Style & Co.,clothing,beige,19.99,1,New,0,Walmart.com,No,0,0,Style & Co
72,Caparros,clothing,silver,24.99,1,New,1,Overstock.com,No,1,0,Caparros
72,Caparros,shoes,silver,24.99,1,New,1,Overstock.com,No,1,0,Caparros
74,Arizona Jean Company,shoes,brown,90.0,1,New,0,Walmart.com,No,1,0,Arizona Jean Company
74,Arizona Jean Company,clothing,brown,90.0,1,New,0,Walmart.com,No,1,0,Arizona Jean Company
75,Arizona Jean Company,shoes,brown,39.98,1,New,1,Overstock.com,No,1,0,Arizona Jean Company
75,Arizona Jean Company,clothing,brown,39.98,1,New,1,Overstock.com,No,1,0,Arizona Jean Company
76,Ellen Tracy,shoes,beige,21.99,1,New,0,Walmart.com,No,0,0,Ellen Tracy
76,Ellen Tracy,clothing,beige,21.99,1,New,0,Walmart.com,No,0,0,Ellen Tracy
81,Mia Girl,shoes,beige,59.0,1,New,0,Walmart.com,No,1,0,Mia Girl
81,Mia Girl,clothing,beige,59.0,1,New,0,Walmart.com,No,1,0,Mia Girl
82,Mia Girl,shoes,beige,23.99,1,New,0,Walmart.com,No,1,0,Mia Girl
82,Mia Girl,clothing,beige,23.99,1,New,0,Walmart.com,No,1,0,Mia Girl
83,Mia Girl,shoes,beige,18.99,1,New,1,Overstock.com,No,1,0,Mia Girl
83,Mia Girl,clothing,beige,18.99,1,New,1,Overstock.com,No,1,0,Mia Girl
85,Born,shoes,red,71.76,1,New,0,Walmart.com,No,1,0,Born
85,Born,shoes,brown,71.76,1,New,0,Walmart.com,No,1,0,Born
85,Born,shoes,yellow,71.76,1,New,0,Walmart.com,No,1,0,Born
85,Born,clothing,red,71.76,1,New,0,Walmart.com,No,1,0,Born
85,Born,clothing,brown,71.76,1,New,0,Walmart.com,No,1,0,Born
85,Born,clothing,yellow,71.76,1,New,0,Walmart.com,No,1,0,Born
86,Born,shoes,red,58.67,1,New,0,Walmart.com,No,0,0,Born
86,Born,shoes,brown,58.67,1,New,0,Walmart.com,No,0,0,Born
86,Born,shoes,yellow,58.67,1,New,0,Walmart.com,No,0,0,Born
86,Born,clothing,red,58.67,1,New,0,Walmart.com,No,0,0,Born
86,Born,clothing,brown,58.67,1,New,0,Walmart.com,No,0,0,Born
86,Born,clothing,yellow,58.67,1,New,0,Walmart.com,No,0,0,Born
87,Born,shoes,red,58.04,1,New,0,Walmart.com,No,0,0,Born
87,Born,shoes,brown,58.04,1,New,0,Walmart.com,No,0,0,Born
87,Born,shoes,yellow,58.04,1,New,0,Walmart.com,No,0,0,Born
87,Born,clothing,red,58.04,1,New,0,Walmart.com,No,0,0,Born
87,Born,clothing,brown,58.04,1,New,0,Walmart.com,No,0,0,Born
87,Born,clothing,yellow,58.04,1,New,0,Walmart.com,No,0,0,Born
89,r.b.l.s.,clothing,black,30.0,1,New,0,Walmart.com,No,1,0,r.b.l.s.
89,r.b.l.s.,shoes,black,30.0,1,New,0,Walmart.com,No,1,0,r.b.l.s.
90,r.b.l.s.,clothing,black,3.99,1,New,1,Walmart.com,No,1,0,r.b.l.s.
90,r.b.l.s.,shoes,black,3.99,1,New,1,Walmart.com,No,1,0,r.b.l.s.
91,r.b.l.s.,clothing,black,1.99,1,New,1,Overstock.com,No,1,0,r.b.l.s.
91,r.b.l.s.,shoes,black,1.99,1,New,1,Overstock.com,No,1,0,r.b.l.s.
95,Michael Kors,clothing,black,68.99,1,New,0,Walmart.com,No,0,0,Michael Kors
95,Michael Kors,shoes,black,68.99,1,New,0,Walmart.com,No,0,0,Michael Kors
96,Giani Bernini,shoes,brown,89.0,1,New,0,Walmart.com,No,1,0,Giani Bernini
96,Giani Bernini,clothing,brown,89.0,1,New,0,Walmart.com,No,1,0,Giani Bernini
97,Giani Bernini,shoes,brown,44.99,1,New,0,Walmart.com,No,1,0,Giani Bernini
97,Giani Bernini,clothing,brown,44.99,1,New,0,Walmart.com,No,1,0,Giani Bernini
98,Giani Bernini,shoes,brown,41.99,1,New,1,Overstock.com,No,1,0,Giani Bernini
98,Giani Bernini,clothing,brown,41.99,1,New,1,Overstock.com,No,1,0,Giani Bernini
99,Personal Identity,shoes,black,39.99,1,New,0,Sears.com,No,0,0,70177
107,Dyeables,shoes,white,64.95,1,New,0,Overstock.com,No,0,0,25512WO
108,Dyeables,shoes,white,63.95,1,New,0,Overstock.com,No,0,0,25512WO
109,Dyeables,shoes,white,51.96,1,New,0,Overstock.com,No,0,0,25512WO
142,BareTraps,shoes,brown,100.0,1,New,0,Walmart.com,No,1,0,Baretraps
142,BareTraps,clothing,brown,100.0,1,New,0,Walmart.com,No,1,0,Baretraps
143,BareTraps,shoes,brown,51.99,1,New,1,Overstock.com,No,1,0,Baretraps
143,BareTraps,clothing,brown,51.99,1,New,1,Overstock.com,No,1,0,Baretraps
146,Dr. Weil,clothing,white,109.99,1,New,0,Walmart.com,No,0,0,Dr. Weil
146,Dr. Weil,shoes,white,109.99,1,New,0,Walmart.com,No,0,0,Dr. Weil
147,Dr. Weil,clothing,white,54.99,1,New,1,Walmart.com,No,1,0,Dr. Weil
147,Dr. Weil,shoes,white,54.99,1,New,1,Walmart.com,No,1,0,Dr. Weil
155,Skechers,shoes,black,69.99,1,New,0,Sears.com,No,0,0,12128 BBK
170,Franco Sarto,clothing,black,140.0,1,New,0,Walmart.com,No,1,0,Franco Sarto
170,Franco Sarto,shoes,black,140.0,1,New,0,Walmart.com,No,1,0,Franco Sarto
171,Franco Sarto,clothing,black,57.99,1,New,1,Overstock.com,No,1,0,Franco Sarto
171,Franco Sarto,shoes,black,57.99,1,New,1,Overstock.com,No,1,0,Franco Sarto
178,PleaserUSA,clothing,yellow,46.99,1,New,0,Walmart.com,No,0,0,PleaserUSA
178,PleaserUSA,shoes,yellow,46.99,1,New,0,Walmart.com,No,0,0,PleaserUSA
179,Easy Spirit,shoes,black,89.0,1,New,0,Walmart.com,No,0,0,Easy Spirit
179,Easy Spirit,clothing,black,89.0,1,New,0,Walmart.com,No,0,0,Easy Spirit
180,Easy Spirit,shoes,black,12.99,1,New,0,Walmart.com,No,0,0,Easy Spirit
180,Easy Spirit,clothing,black,12.99,1,New,0,Walmart.com,No,0,0,Easy Spirit
187,Reebok,shoes,white,60.0,1,New,0,Walmart.com,No,1,1,Reebok
187,Reebok,clothing,white,60.0,1,New,0,Walmart.com,No,1,1,Reebok
188,Reebok,shoes,white,59.95,1,New,0,Shoes.com,No,0,1,Reebok
188,Reebok,clothing,white,59.95,1,New,0,Shoes.com,No,0,1,Reebok
189,Reebok,shoes,white,29.99,1,New,1,Shoes.com,No,1,1,Reebok
189,Reebok,clothing,white,29.99,1,New,1,Shoes.com,No,1,1,Reebok
190,Crocs,shoes,black,31.95,1,New,0,Shoes.com,No,0,1,Crocs
190,Crocs,clothing,black,31.95,1,New,0,Shoes.com,No,0,1,Crocs
191,Crocs,shoes,black,26.13,1,New,0,Walmart.com,No,0,1,Crocs
191,Crocs,clothing,black,26.13,1,New,0,Walmart.com,No,0,1,Crocs
194,White Mountain,shoes,brown,100.0,1,New,0,Walmart.com,No,0,0,White Mountain
194,White Mountain,clothing,brown,100.0,1,New,0,Walmart.com,No,0,0,White Mountain
195,White Mountain,shoes,brown,41.99,1,Pre-owned,1,Walmart.com,Paid,1,0,White Mountain
195,White Mountain,clothing,brown,41.99,1,Pre-owned,1,Walmart.com,Paid,1,0,White Mountain
196,White Mountain,shoes,brown,1.99,1,Pre-owned,0,Walmart.com,Paid,1,0,White Mountain
196,White Mountain,clothing,brown,1.99,1,Pre-owned,0,Walmart.com,Paid,1,0,White Mountain
197,Journee Collection,shoes,black,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
197,Journee Collection,shoes,brown,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
197,Journee Collection,shoes,grey,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
197,Journee Collection,sport,black,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
197,Journee Collection,sport,brown,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
197,Journee Collection,sport,grey,54.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,shoes,black,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,shoes,brown,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,shoes,grey,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,sport,black,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,sport,brown,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
198,Journee Collection,sport,grey,44.19,1,New,0,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,shoes,black,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,shoes,brown,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,shoes,grey,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,sport,black,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,sport,brown,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
199,Journee Collection,sport,grey,40.0,1,New,1,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,shoes,black,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,shoes,brown,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,shoes,grey,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,sport,black,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,sport,brown,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
200,Journee Collection,sport,grey,39.09,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,shoes,black,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,shoes,brown,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,shoes,grey,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,sport,black,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,sport,brown,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
201,Journee Collection,sport,grey,37.82,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,shoes,black,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,shoes,brown,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,shoes,grey,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,sport,black,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,sport,brown,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
202,Journee Collection,sport,grey,37.39,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,shoes,black,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,shoes,brown,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,shoes,grey,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,sport,black,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,sport,brown,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
203,Journee Collection,sport,grey,36.54,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,shoes,black,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,shoes,brown,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,shoes,grey,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,sport,black,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,sport,brown,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
204,Journee Collection,sport,grey,36.12,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,shoes,black,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,shoes,brown,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,shoes,grey,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,sport,black,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,sport,brown,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
205,Journee Collection,sport,grey,35.69,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,shoes,black,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,shoes,brown,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,shoes,grey,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,sport,black,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,sport,brown,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
206,Journee Collection,sport,grey,35.27,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,shoes,black,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,shoes,brown,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,shoes,grey,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,sport,black,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,sport,brown,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
207,Journee Collection,sport,grey,34.84,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,shoes,black,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,shoes,brown,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,shoes,grey,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,sport,black,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,sport,brown,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
218,Journee Collection,sport,grey,34.42,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,shoes,black,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,shoes,brown,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,shoes,grey,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,sport,black,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,sport,brown,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
219,Journee Collection,sport,grey,33.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,shoes,black,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,shoes,brown,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,shoes,grey,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,sport,black,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,sport,brown,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
224,Journee Collection,sport,grey,33.57,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,shoes,black,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,shoes,brown,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,shoes,grey,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,sport,black,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,sport,brown,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
225,Journee Collection,sport,grey,33.14,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,shoes,black,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,shoes,brown,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,shoes,grey,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,sport,black,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,sport,brown,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
226,Journee Collection,sport,grey,32.49,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,shoes,black,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,shoes,brown,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,shoes,grey,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,sport,black,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,sport,brown,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
227,Journee Collection,sport,grey,32.29,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,shoes,black,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,shoes,brown,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,shoes,grey,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,sport,black,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,sport,brown,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
231,Journee Collection,sport,grey,31.44,1,New,0,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,shoes,black,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,shoes,brown,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,shoes,grey,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,sport,black,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,sport,brown,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
232,Journee Collection,sport,grey,31.22,1,New,1,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,shoes,black,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,shoes,brown,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,shoes,grey,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,sport,black,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,sport,brown,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
233,Journee Collection,sport,grey,30.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,shoes,black,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,shoes,brown,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,shoes,grey,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,sport,black,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,sport,brown,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
234,Journee Collection,sport,grey,30.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,shoes,black,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,shoes,brown,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,shoes,grey,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,sport,black,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,sport,brown,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
235,Journee Collection,sport,grey,30.57,1,New,1,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,shoes,black,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,shoes,brown,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,shoes,grey,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,sport,black,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,sport,brown,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
236,Journee Collection,sport,grey,30.17,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,shoes,black,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,shoes,brown,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,shoes,grey,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,sport,black,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,sport,brown,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
237,Journee Collection,sport,grey,29.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,shoes,black,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,shoes,brown,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,shoes,grey,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,sport,black,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,sport,brown,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
238,Journee Collection,sport,grey,29.74,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,shoes,black,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,shoes,brown,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,shoes,grey,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,sport,black,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,sport,brown,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
239,Journee Collection,sport,grey,29.59,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,shoes,black,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,shoes,brown,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,shoes,grey,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,sport,black,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,sport,brown,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
240,Journee Collection,sport,grey,28.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,shoes,black,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,shoes,brown,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,shoes,grey,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,sport,black,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,sport,brown,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
241,Journee Collection,sport,grey,28.04,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,shoes,black,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,shoes,brown,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,shoes,grey,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,sport,black,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,sport,brown,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
242,Journee Collection,sport,grey,27.62,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,shoes,black,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,shoes,brown,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,shoes,grey,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,sport,black,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,sport,brown,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
243,Journee Collection,sport,grey,26.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,shoes,black,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,shoes,brown,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,shoes,grey,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,sport,black,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,sport,brown,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
244,Journee Collection,sport,grey,26.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,shoes,black,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,shoes,brown,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,shoes,grey,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,sport,black,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,sport,brown,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
245,Journee Collection,sport,grey,25.99,1,New,1,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,shoes,black,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,shoes,brown,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,shoes,grey,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,sport,black,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,sport,brown,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
246,Journee Collection,sport,grey,24.99,1,New,0,Overstock.com,No,0,0,SHELLEY-3
